Index,Gates,Gates (%),Area,Area (%),Delay,Delay (%)
442,    805, 16.4,      972.78, 83.6,  3552.38, 19.5
443,   1049, 18.9,     1153.34, 81.1,  2981.40, 26.8
444,    822, 15.8,      985.37, 84.2,  3531.50, 20.4
445,   1112, 22.9,     1211.42, 77.1,  3027.96, 14.3
446,    810, 17.4,      976.28, 82.6,  3553.49, 18.5
447,    806, 17.0,      978.61, 83.0,  3553.98, 19.9
448,    834, 15.5,      988.41, 84.5,  3495.04, 21.5
449,   1044, 19.2,     1148.90, 80.8,  3065.69, 14.4
450,    826, 14.9,      985.14, 85.1,  3481.22, 20.1
451,    899, 17.9,     1038.80, 82.1,  3427.29, 22.7
452,    853, 17.2,      987.71, 82.8,  3449.70, 18.9
453,    838, 15.2,     1007.77, 84.8,  3504.01, 20.9
454,    799, 12.8,      951.08, 87.2,  3646.74, 20.2
455,    850, 17.1,      979.54, 82.9,  3553.58, 18.5
456,    888, 16.2,     1030.86, 83.8,  3388.02, 19.8
457,    886, 18.1,     1023.87, 81.9,  3536.70, 21.8
458,    838, 15.9,     1001.70, 84.1,  3470.74, 19.3
459,    816, 14.7,      977.44, 85.3,  3657.02, 19.7
460,    843, 17.2,      997.04, 82.8,  3568.90, 19.1
461,    798, 14.4,      953.18, 85.6,  3536.28, 19.5
462,    967, 19.8,     1088.72, 80.2,  3289.10, 23.1
463,    813, 13.0,      975.34, 87.0,  3517.26, 19.6
464,    832, 14.3,      994.47, 85.7,  3578.36, 20.0
465,    776, 13.1,      957.85, 86.9,  3627.13, 20.1
466,    775, 15.6,      947.12, 84.4,  3673.41, 19.5
467,    939, 16.8,     1088.25, 83.2,  3249.20, 25.1
468,    804, 14.4,      970.91, 85.6,  3578.51, 21.9
469,   1003, 21.2,     1114.61, 78.8,  3176.29, 23.3
470,    827, 15.6,      986.54, 84.4,  3669.41, 20.6
471,    835, 17.4,      974.88, 82.6,  3580.87, 20.2
472,    827, 16.8,      983.74, 83.2,  3608.89, 19.8
473,    810, 17.4,      980.94, 82.6,  3549.23, 18.8
474,    908, 18.9,     1041.36, 81.1,  3361.19, 20.6
475,    798, 14.4,      963.21, 85.6,  3563.18, 19.5
476,    850, 15.9,      997.27, 84.1,  3521.62, 20.6
477,    829, 16.2,      978.61, 83.8,  3524.91, 19.7
478,    987, 20.4,     1114.15, 79.6,  3195.39, 26.3
479,    917, 18.6,     1039.50, 81.4,  3405.36, 19.8
480,    804, 16.0,      955.05, 84.0,  3624.08, 18.8
481,    816, 13.2,      986.07, 86.8,  3623.28, 20.1
482,   1110, 22.0,     1203.96, 78.0,  2869.23, 26.1
483,    798, 16.8,      980.01, 83.2,  3599.66, 21.4
484,    793, 14.9,      965.78, 85.1,  3549.00, 20.3
485,    819, 15.9,      998.90, 84.1,  3408.79, 20.4
486,    845, 14.8,      998.21, 85.2,  3569.92, 20.9
487,    767, 13.0,      952.48, 87.0,  3610.32, 20.7
488,    786, 15.3,      965.31, 84.7,  3736.53, 20.4
489,    815, 14.5,      963.68, 85.5,  3533.54, 18.7
490,    907, 15.7,     1051.86, 84.3,  3349.14, 22.4
491,    809, 14.6,      977.44, 85.4,  3533.03, 20.3
492,    834, 17.3,      996.57, 82.7,  3407.65, 20.6
493,    850, 17.4,      995.87, 82.6,  3556.55, 20.4
494,   1100, 20.8,     1184.13, 79.2,  2900.11, 13.9
495,    829, 16.0,      995.64, 84.0,  3535.17, 22.9
496,    759, 15.4,      952.72, 84.6,  3706.91, 20.6
497,    795, 15.6,      961.35, 84.4,  3591.30, 19.6
498,    800, 16.2,      970.91, 83.8,  3608.71, 19.9
499,    817, 15.2,      986.77, 84.8,  3531.27, 20.7
500,    965, 20.7,     1107.38, 79.3,  3323.41, 25.5
501,    799, 17.4,      972.54, 82.6,  3651.50, 19.5
502,   1059, 21.3,     1172.93, 78.7,  3082.49, 13.8
503,    846, 15.6,      979.78, 84.4,  3499.61, 19.5
504,   1102, 21.5,     1186.93, 78.5,  3173.28, 14.0
505,    827, 16.2,      982.81, 83.8,  3620.46, 20.0
506,    868, 17.4,      999.37, 82.6,  3662.89, 18.8
507,    975, 20.7,     1117.88, 79.3,  3278.23, 16.0
508,    934, 19.0,     1072.85, 81.0,  3259.51, 24.2
509,    894, 17.7,     1043.93, 82.3,  3361.42, 21.8
510,    941, 18.0,     1065.62, 82.0,  3341.97, 23.1
511,   1124, 22.6,     1208.16, 77.4,  3055.82, 14.1
512,    860, 16.4,      994.71, 83.6,  3501.72, 19.2
513,    788, 15.6,      949.92, 84.4,  3597.50, 20.2
514,    841, 16.1,      989.57, 83.9,  3522.92, 19.5
515,    808, 14.6,      964.15, 85.4,  3541.12, 19.6
516,    772, 14.0,      952.48, 86.0,  3679.93, 20.9
517,    818, 16.0,      972.54, 84.0,  3577.42, 20.0
518,    926, 18.0,     1052.79, 82.0,  3471.85, 21.7
519,    813, 15.1,      986.07, 84.9,  3394.21, 19.3
520,    843, 16.4,     1001.00, 83.6,  3604.80, 22.7
521,    762, 13.6,      951.78, 86.4,  3637.90, 20.3
522,    806, 15.5,      983.28, 84.5,  3602.54, 20.0
523,   1091, 19.8,     1183.43, 80.2,  2999.07, 14.2
524,    842, 16.9,      988.41, 83.1,  3610.63, 20.0
525,    774, 14.5,      966.25, 85.5,  3640.05, 21.8
526,   1012, 20.1,     1111.11, 79.9,  3142.17, 22.5
527,    882, 16.6,     1027.83, 83.4,  3334.11, 22.6
528,    933, 16.9,     1057.46, 83.1,  3446.99, 16.6
529,    808, 15.0,      983.28, 85.0,  3530.97, 19.6
530,   1076, 21.9,     1167.33, 78.1,  3084.28, 24.7
531,    907, 19.1,     1040.66, 80.9,  3506.48, 22.9
532,    808, 15.3,      983.74, 84.7,  3569.33, 22.2
533,    984, 20.4,     1098.98, 79.6,  3185.92, 23.8
534,    886, 17.9,     1031.56, 82.1,  3465.93, 22.0
535,    828, 15.3,      989.11, 84.7,  3476.22, 19.3
536,    821, 13.5,      976.74, 86.5,  3503.96, 21.1
537,    801, 16.4,      955.05, 83.6,  3572.96, 20.1
538,    868, 15.4,     1018.03, 84.6,  3410.07, 22.4
539,    905, 17.1,     1049.76, 82.9,  3478.56, 17.6
540,    800, 15.0,      969.98, 85.0,  3664.75, 20.1
541,    815, 16.4,      988.87, 83.6,  3480.61, 20.0
542,    798, 17.2,      969.51, 82.8,  3703.91, 20.4
543,    784, 14.2,      960.88, 85.8,  3671.09, 20.4
544,    828, 15.3,      982.34, 84.7,  3563.82, 20.8
545,    781, 15.1,      955.51, 84.9,  3581.63, 19.8
546,    852, 15.6,     1011.04, 84.4,  3551.97, 20.9
547,    776, 13.0,      946.88, 87.0,  3682.41, 20.2
548,    800, 14.0,      973.94, 86.0,  3507.25, 20.0
549,    964, 19.1,     1081.72, 80.9,  3462.05, 16.2
550,    849, 16.3,      988.87, 83.7,  3533.08, 19.0
551,    815, 16.8,      962.75, 83.2,  3598.92, 20.0
552,    760, 13.3,      953.88, 86.7,  3612.65, 20.3
553,    808, 14.4,      982.81, 85.6,  3483.94, 19.4
554,    782, 13.0,      950.15, 87.0,  3617.62, 20.5
555,    827, 16.6,      990.51, 83.4,  3544.38, 22.0
556,    823, 14.2,      968.11, 85.8,  3574.05, 20.4
557,    845, 14.7,      983.04, 85.3,  3473.46, 18.8
558,    844, 16.2,      994.94, 83.8,  3551.00, 22.5
559,    824, 16.1,      977.44, 83.9,  3601.87, 19.4
560,    882, 17.7,     1036.93, 82.3,  3479.32, 24.0
561,    772, 12.6,      946.65, 87.4,  3607.16, 21.2
562,    841, 16.3,      985.14, 83.7,  3603.59, 20.3
563,    801, 13.9,      968.35, 86.1,  3587.04, 19.9
564,    798, 15.7,      973.94, 84.3,  3558.68, 20.3
565,    955, 20.2,     1073.79, 79.8,  3404.21, 23.4
566,    774, 13.8,      963.45, 86.2,  3586.50, 20.5
567,    906, 17.0,     1047.19, 83.0,  3381.82, 23.5
568,   1152, 22.6,     1212.82, 77.4,  2903.05, 25.3
569,    785, 13.9,      941.75, 86.1,  3622.06, 19.6
570,    826, 14.6,      982.11, 85.4,  3581.72, 19.7
571,    858, 14.3,     1018.50, 85.7,  3402.07, 17.8
572,    842, 16.5,     1002.17, 83.5,  3540.12, 18.4
573,    922, 17.4,     1067.96, 82.6,  3293.90, 24.7
574,    908, 19.2,     1031.33, 80.8,  3493.17, 21.1
575,    777, 12.0,      946.42, 88.0,  3587.17, 19.9
576,    780, 16.2,      955.75, 83.8,  3505.82, 18.8
577,    903, 16.5,     1053.03, 83.5,  3259.82, 23.6
578,    892, 18.9,     1035.76, 81.1,  3403.70, 21.2
579,    838, 16.6,      988.17, 83.4,  3522.87, 21.2
580,    779, 16.6,      953.65, 83.4,  3621.20, 19.6
581,    840, 17.5,      987.47, 82.5,  3599.38, 19.8
582,    802, 12.8,      980.71, 87.2,  3664.75, 20.0
583,    803, 14.8,      970.21, 85.2,  3541.70, 19.4
584,   1023, 23.3,     1092.45, 76.7,  3262.53, 21.5
585,    757, 12.4,      939.19, 87.6,  3592.75, 21.1
586,    844, 17.8,      998.21, 82.2,  3544.68, 20.0
587,    966, 18.9,     1077.52, 81.1,  3436.20, 24.0
588,    802, 14.8,      973.48, 85.2,  3621.83, 19.6
589,    850, 14.4,     1007.07, 85.6,  3297.60, 18.5
590,    783, 14.9,      962.05, 85.1,  3709.01, 20.3
591,    847, 16.4,      988.17, 83.6,  3603.07, 19.1
592,   1066, 20.7,     1161.03, 79.3,  3008.56, 25.3
593,    853, 15.7,      997.04, 84.3,  3525.40, 20.2
594,    809, 15.7,      969.98, 84.3,  3595.73, 18.8
595,    859, 15.7,      998.44, 84.3,  3422.72, 19.2
596,    808, 14.9,      973.48, 85.1,  3531.03, 19.6
597,    897, 18.1,     1008.70, 81.9,  3493.04, 21.6
598,    823, 15.3,      969.98, 84.7,  3552.58, 19.6
599,    817, 16.0,      968.11, 84.0,  3526.26, 19.0
600,    830, 16.5,      989.34, 83.5,  3528.32, 20.5
601,    808, 15.5,      989.34, 84.5,  3595.26, 22.4
602,    824, 15.4,      971.84, 84.6,  3505.21, 19.4
603,    791, 16.4,      965.31, 83.6,  3679.34, 19.5
604,    805, 14.9,      962.51, 85.1,  3663.93, 19.9
605,    870, 17.5,     1015.47, 82.5,  3477.32, 19.0
606,    791, 16.7,      970.68, 83.3,  3653.79, 20.0
607,    996, 18.2,     1117.18, 81.8,  3243.44, 15.7
608,    803, 18.1,      968.35, 81.9,  3573.89, 18.7
609,    847, 16.6,      989.34, 83.4,  3694.84, 20.8
610,    884, 16.6,     1032.03, 83.4,  3448.57, 23.1
611,    930, 17.0,     1065.16, 83.0,  3236.36, 22.0
612,    764, 12.2,      955.28, 87.8,  3528.93, 20.4
613,    942, 19.9,     1062.59, 80.1,  3372.30, 20.3
614,    809, 15.1,      964.85, 84.9,  3607.12, 19.4
615,    851, 17.3,     1011.27, 82.7,  3630.94, 22.3
616,    780, 13.3,      963.45, 86.7,  3547.05, 19.9
617,    852, 17.5,     1000.54, 82.5,  3584.03, 21.8
618,    838, 13.5,     1005.67, 86.5,  3513.58, 23.9
619,    986, 21.8,     1129.08, 78.2,  3151.54, 26.2
620,    877, 16.6,     1034.60, 83.4,  3477.35, 21.9
621,    771, 14.7,      958.78, 85.3,  3666.64, 20.5
622,    893, 18.1,     1026.90, 81.9,  3400.08, 21.6
623,    962, 16.8,     1093.38, 83.2,  3329.81, 17.5
624,    817, 16.5,      987.71, 83.5,  3542.56, 19.7
625,    849, 16.3,     1016.17, 83.7,  3542.33, 23.1
626,    932, 18.2,     1082.19, 81.8,  3455.15, 16.8
627,    837, 15.7,     1005.67, 84.3,  3487.47, 20.0
628,   1039, 21.5,     1144.01, 78.5,  3137.05, 26.3
629,    838, 14.8,      983.28, 85.2,  3621.61, 19.2
630,    796, 15.1,      970.91, 84.9,  3642.68, 20.7
631,    915, 19.1,     1038.80, 80.9,  3501.25, 17.4
632,    927, 22.1,     1024.80, 77.9,  3476.84, 18.6
633,    816, 14.6,      964.38, 85.4,  3484.43, 19.1
634,   1016, 19.5,     1140.97, 80.5,  3081.50, 25.0
635,    799, 14.4,      966.01, 85.6,  3527.14, 19.3
636,    852, 16.8,      993.77, 83.2,  3588.50, 22.3
637,    814, 13.9,      973.01, 86.1,  3621.54, 19.4
638,   1116, 22.6,     1191.83, 77.4,  2946.32, 24.4
639,    777, 14.3,      962.05, 85.7,  3722.51, 22.0
640,    906, 18.3,     1057.69, 81.7,  3307.32, 24.6
641,    832, 15.5,      991.21, 84.5,  3540.87, 19.8
642,    892, 17.0,     1029.46, 83.0,  3419.51, 24.7
643,    803, 13.4,      979.31, 86.6,  3675.17, 21.4
644,    881, 19.9,      980.94, 80.1,  3543.99, 20.0
645,    876, 17.4,     1028.06, 82.6,  3444.25, 22.9
646,    792, 13.9,      965.31, 86.1,  3491.64, 19.7
647,    931, 20.5,     1043.69, 79.5,  3382.51, 18.8
648,    868, 17.3,     1039.73, 82.7,  3390.73, 23.0
649,   1045, 23.1,     1115.08, 76.9,  3418.37, 15.6
650,    799, 13.8,      979.78, 86.2,  3628.79, 19.4
651,    840, 18.2,      997.27, 81.8,  3585.47, 21.7
652,    795, 14.1,      963.45, 85.9,  3659.79, 21.0
653,    870, 18.2,     1012.20, 81.8,  3557.61, 20.1
654,    989, 20.0,     1098.98, 80.0,  3293.57, 24.6
655,    836, 17.8,      994.24, 82.2,  3557.64, 19.0
656,    881, 16.9,     1028.06, 83.1,  3511.68, 22.5
657,    842, 16.3,     1010.34, 83.7,  3509.35, 19.2
658,    746, 12.2,      937.55, 87.8,  3657.91, 20.9
659,    845, 16.2,      998.90, 83.8,  3504.90, 19.9
660,    892, 17.3,     1042.99, 82.7,  3398.17, 22.5
661,   1055, 19.6,     1164.07, 80.4,  3103.64, 27.5
662,    892, 17.4,     1028.06, 82.6,  3501.81, 22.6
663,    825, 15.0,      977.44, 85.0,  3485.04, 21.0
664,   1061, 21.0,     1161.73, 79.0,  3082.28, 26.4
665,    878, 16.7,     1025.73, 83.3,  3591.82, 22.0
666,    823, 16.2,      991.44, 83.8,  3561.65, 19.4
667,    910, 18.2,     1033.90, 81.8,  3588.00, 18.4
668,    905, 19.4,     1031.80, 80.6,  3443.27, 21.5
669,    746, 13.3,      945.25, 86.7,  3789.21, 22.5
670,    769, 15.2,      931.25, 84.8,  3727.72, 20.2
671,    769, 12.9,      958.78, 87.1,  3710.96, 21.1
672,    815, 15.5,      978.14, 84.5,  3580.44, 19.3
673,    837, 14.2,      988.41, 85.8,  3550.20, 19.7
674,    789, 13.6,      945.72, 86.4,  3650.91, 19.6
675,    814, 15.0,      982.58, 85.0,  3545.95, 20.3
676,   1115, 22.9,     1204.66, 77.1,  2932.13, 26.2
677,    793, 15.6,      969.28, 84.4,  3595.78, 20.2
678,    832, 16.2,      996.11, 83.8,  3587.72, 19.5
679,    793, 16.1,      959.95, 83.9,  3707.33, 19.8
680,    777, 13.4,      972.54, 86.6,  3638.37, 20.6
681,    838, 15.9,     1002.40, 84.1,  3480.22, 21.1
682,    830, 18.1,      981.41, 81.9,  3625.00, 20.0
683,    789, 15.5,      969.51, 84.5,  3666.60, 19.4
684,    756, 14.0,      965.31, 86.0,  3747.94, 21.7
685,    814, 14.5,      978.14, 85.5,  3535.44, 20.0
686,    802, 16.2,      967.88, 83.8,  3521.50, 20.2
687,    858, 14.3,     1014.07, 85.7,  3471.41, 22.3
688,    812, 14.5,      968.11, 85.5,  3599.34, 20.1
689,   1112, 22.8,     1208.16, 77.2,  3109.34, 14.2
690,   1002, 19.7,     1110.65, 80.3,  3217.00, 24.3
691,    805, 15.0,      970.21, 85.0,  3651.14, 20.5
692,   1034, 21.1,     1157.30, 78.9,  3082.23, 14.9
693,    895, 17.8,     1036.23, 82.2,  3460.86, 22.6
694,    900, 15.2,     1044.16, 84.8,  3374.06, 23.1
695,    800, 14.4,      965.08, 85.6,  3622.69, 20.5
696,    906, 18.1,     1043.69, 81.9,  3323.67, 22.4
697,    832, 14.1,      992.37, 85.9,  3441.73, 18.6
698,    800, 15.2,      970.21, 84.8,  3666.35, 20.1
699,    812, 15.6,      980.71, 84.4,  3722.33, 19.2
700,    773, 14.4,      946.18, 85.6,  3623.30, 20.3
701,    839, 14.3,      979.08, 85.7,  3564.66, 20.3
702,    761, 15.0,      942.92, 85.0,  3705.39, 19.6
703,    800, 14.5,      959.71, 85.5,  3666.75, 19.1
704,    811, 14.7,      993.31, 85.3,  3535.37, 22.1
705,    796, 16.3,      972.78, 83.7,  3569.79, 21.4
706,    809, 14.0,      961.81, 86.0,  3502.43, 19.5
707,    806, 15.6,      977.68, 84.4,  3636.09, 19.4
708,    781, 14.1,      941.28, 85.9,  3693.49, 20.4
709,    818, 15.5,      969.98, 84.5,  3657.00, 19.8
710,    813, 16.4,      978.61, 83.6,  3666.53, 19.8
711,    836, 14.7,      981.64, 85.3,  3494.76, 18.8
712,    890, 19.0,     1014.07, 81.0,  3612.19, 20.8
713,    811, 16.5,      978.38, 83.5,  3603.95, 19.0
714,    842, 15.6,      997.04, 84.4,  3472.66, 19.0
715,    893, 14.6,     1052.79, 85.4,  3564.81, 17.9
716,    817, 14.1,      977.44, 85.9,  3474.22, 19.0
717,    772, 14.2,      947.12, 85.8,  3671.74, 20.3
718,    792, 16.7,      962.98, 83.3,  3575.18, 18.9
719,    778, 13.5,      947.35, 86.5,  3680.96, 20.6
720,    795, 15.3,      966.48, 84.7,  3454.06, 19.9
721,   1083, 21.0,     1173.63, 79.0,  3210.17, 14.4
722,    830, 17.6,      977.44, 82.4,  3709.28, 19.4
723,    837, 14.6,      977.68, 85.4,  3507.03, 19.1
724,    830, 15.9,      977.21, 84.1,  3553.06, 17.7
725,    919, 17.2,     1059.79, 82.8,  3410.42, 23.6
726,    869, 18.0,     1011.97, 82.0,  3517.94, 19.6
727,    833, 15.5,      980.48, 84.5,  3589.56, 19.8
728,   1063, 23.0,     1162.90, 77.0,  3138.46, 13.6
729,   1084, 20.6,     1181.56, 79.4,  2920.19, 28.2
730,   1035, 20.8,     1133.27, 79.2,  3136.20, 23.7
731,   1072, 25.1,     1160.10, 74.9,  3116.84, 22.1
732,    818, 16.3,      964.38, 83.7,  3588.70, 19.3
733,    805, 14.5,      971.84, 85.5,  3531.61, 18.9
734,    826, 15.7,      979.08, 84.3,  3650.26, 19.4
735,    803, 14.8,      982.58, 85.2,  3527.31, 19.1
736,    842, 16.0,      990.97, 84.0,  3539.63, 18.9
737,    866, 19.2,     1008.70, 80.8,  3545.51, 18.1
738,    910, 17.5,     1043.69, 82.5,  3499.72, 22.6
739,    806, 15.4,      961.58, 84.6,  3499.26, 18.9
740,    807, 15.6,      974.41, 84.4,  3502.06, 18.5
741,    957, 19.3,     1077.29, 80.7,  3370.56, 16.1
742,    905, 16.9,     1051.16, 83.1,  3555.01, 17.6
743,   1079, 21.8,     1187.40, 78.2,  2955.87, 13.9
744,    805, 12.4,      963.68, 87.6,  3540.61, 20.6
745,    985, 19.2,     1098.98, 80.8,  3217.59, 25.0
746,    814, 13.3,      971.61, 86.7,  3517.02, 19.4
747,    966, 18.7,     1085.69, 81.3,  3291.69, 15.8
748,    981, 19.6,     1074.72, 80.4,  3367.08, 16.8
749,    827, 16.8,      978.14, 83.2,  3588.89, 19.3
750,    819, 15.8,      977.91, 84.2,  3462.30, 18.7
751,    810, 13.7,      986.07, 86.3,  3454.38, 22.5
752,    783, 12.9,      948.98, 87.1,  3707.94, 20.7
753,    800, 14.4,      959.95, 85.6,  3530.60, 18.9
754,    853, 16.5,     1004.74, 83.5,  3430.50, 18.2
755,    859, 16.8,      995.87, 83.2,  3505.58, 18.3
756,    948, 20.3,     1094.55, 79.7,  3333.71, 24.4
757,    880, 18.0,     1033.20, 82.0,  3380.15, 20.9
758,    848, 16.4,     1004.50, 83.6,  3467.30, 19.1
759,    782, 15.6,      953.42, 84.4,  3683.95, 20.1
760,    927, 19.0,     1073.09, 81.0,  3324.41, 23.7
761,    826, 15.4,      985.14, 84.6,  3580.31, 19.5
762,    814, 15.4,      982.81, 84.6,  3646.75, 19.5
763,    854, 15.8,      990.97, 84.2,  3586.71, 22.0
764,    857, 17.9,      976.98, 82.1,  3559.37, 18.8
765,    770, 13.0,      954.12, 87.0,  3724.07, 20.9
766,    769, 15.1,      952.95, 84.9,  3716.47, 20.4
767,   1033, 20.0,     1140.51, 80.0,  3286.23, 15.3
768,    860, 15.7,      997.04, 84.3,  3482.92, 17.8
769,    783, 13.5,      946.42, 86.5,  3677.76, 20.1
770,    868, 15.8,     1008.24, 84.2,  3335.01, 20.5
771,    832, 16.7,      983.98, 83.3,  3578.18, 21.0
772,    819, 17.6,      981.64, 82.4,  3482.21, 18.9
773,    818, 14.9,      981.41, 85.1,  3587.23, 19.8
774,    803, 14.4,      968.11, 85.6,  3556.40, 21.2
775,   1107, 21.1,     1201.16, 78.9,  2919.53, 25.5
776,    952, 17.8,     1054.43, 82.2,  3338.85, 21.1
777,   1001, 21.5,     1106.21, 78.5,  3231.19, 20.7
778,    826, 15.0,      979.78, 85.0,  3567.86, 18.9
779,    881, 18.8,     1026.43, 81.2,  3471.38, 20.0
780,   1154, 23.6,     1223.79, 76.4,  3029.73, 13.9
781,    807, 17.7,      976.51, 82.3,  3499.75, 18.7
782,    917, 20.8,     1024.10, 79.2,  3505.67, 17.1
783,    791, 14.4,      952.95, 85.6,  3642.05, 20.7
784,    820, 13.5,      979.54, 86.5,  3330.52, 18.0
785,    779, 14.4,      941.28, 85.6,  3669.25, 19.6
786,    764, 12.8,      949.22, 87.2,  3582.91, 20.2
787,    946, 17.4,     1080.55, 82.6,  3299.08, 24.7
788,   1028, 20.8,     1110.41, 79.2,  3189.82, 23.5
789,   1047, 20.8,     1140.74, 79.2,  3097.23, 25.6
790,    773, 13.8,      951.08, 86.2,  3690.70, 21.2
791,    831, 14.4,      982.58, 85.6,  3533.99, 19.5
792,   1018, 18.5,     1145.40, 81.5,  3040.73, 26.2
793,    819, 16.7,      977.21, 83.3,  3531.40, 18.6
794,    842, 16.7,     1000.77, 83.3,  3610.83, 20.2
795,    750, 11.7,      950.62, 88.3,  3589.56, 20.9
796,    780, 13.2,      952.02, 86.8,  3535.83, 19.9
797,    861, 17.1,      999.37, 82.9,  3513.24, 18.5
798,   1074, 23.5,     1181.10, 76.5,  3197.54, 15.0
799,    869, 16.0,     1020.83, 84.0,  3431.21, 23.9
800,    803, 15.2,      973.48, 84.8,  3433.64, 18.8
801,    806, 14.3,      973.01, 85.7,  3660.34, 20.0
802,    864, 17.2,     1022.00, 82.8,  3524.33, 19.4
803,    803, 13.9,      983.28, 86.1,  3561.51, 21.5
804,    921, 18.9,     1045.79, 81.1,  3332.30, 21.2
805,    832, 16.1,      973.24, 83.9,  3698.38, 20.4
806,    777, 11.8,      941.52, 88.2,  3627.74, 21.0
807,    878, 15.9,     1021.77, 84.1,  3467.29, 21.5
808,    804, 15.5,      968.58, 84.5,  3643.52, 20.5
809,    831, 17.1,      962.51, 82.9,  3641.57, 19.5
810,    827, 17.7,      980.94, 82.3,  3544.78, 18.1
811,    816, 15.9,      968.11, 84.1,  3616.27, 20.3
812,    813, 15.5,      987.24, 84.5,  3635.80, 20.2
813,    780, 14.4,      934.99, 85.6,  3640.85, 20.9
814,    811, 15.7,      977.91, 84.3,  3541.31, 19.4
815,    935, 21.9,     1023.40, 78.1,  3469.93, 18.3
816,    783, 12.9,      954.58, 87.1,  3577.58, 19.2
817,    772, 12.8,      945.02, 87.2,  3650.97, 20.2
818,    769, 14.6,      961.11, 85.4,  3603.24, 20.9
819,    790, 13.9,      960.18, 86.1,  3565.68, 19.6
820,    798, 15.7,      962.51, 84.3,  3673.10, 19.4
821,    843, 17.2,     1001.94, 82.8,  3574.84, 18.6
822,    792, 14.3,      960.18, 85.7,  3617.10, 21.5
823,    854, 15.8,     1019.67, 84.2,  3518.03, 24.0
824,    883, 17.3,      996.34, 82.7,  3475.09, 18.1
825,    790, 14.6,      961.81, 85.4,  3573.36, 20.0
826,   1116, 22.5,     1195.33, 77.5,  2938.93, 13.8
827,    857, 15.4,     1001.00, 84.6,  3508.21, 19.1
828,    811, 14.9,      984.44, 85.1,  3560.50, 19.1
829,    797, 13.0,      944.55, 87.0,  3610.26, 19.7
830,    828, 16.7,      986.31, 83.3,  3536.18, 19.9
831,    874, 17.7,     1011.04, 82.3,  3554.14, 20.5
832,    773, 15.4,      963.91, 84.6,  3637.39, 20.6
833,   1130, 24.1,     1224.25, 75.9,  2985.32, 13.7
834,    831, 14.2,      997.27, 85.8,  3540.69, 20.8
835,    814, 14.9,      965.78, 85.1,  3547.39, 21.7
836,   1004, 21.2,     1118.58, 78.8,  3185.99, 24.3
837,    912, 17.1,     1046.49, 82.9,  3320.19, 23.6
838,    846, 17.1,      998.67, 82.9,  3575.38, 18.7
839,   1047, 21.8,     1155.90, 78.2,  3078.86, 25.4
840,    876, 16.7,     1034.60, 83.3,  3389.24, 22.6
841,    839, 16.4,      997.51, 83.6,  3644.94, 19.5
842,    858, 16.3,     1023.17, 83.7,  3534.75, 22.6
843,    803, 14.2,      967.88, 85.8,  3495.92, 20.8
844,    828, 15.3,      981.64, 84.7,  3408.53, 20.7
845,    824, 15.8,      973.48, 84.2,  3592.53, 20.1
846,    776, 14.7,      958.55, 85.3,  3650.71, 20.4
847,    835, 16.8,     1014.30, 83.2,  3537.97, 24.0
848,    801, 14.7,      979.54, 85.3,  3525.59, 19.4
849,    831, 15.9,      983.04, 84.1,  3571.37, 19.9
850,    825, 14.2,      983.98, 85.8,  3466.34, 18.7
851,    834, 16.7,     1001.00, 83.3,  3433.21, 21.6
